AREA,AREA_TITLE,NAICS,NAICS_TITLE,I_GROUP,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,00-0000,All Occupations,total,"12,050",0.1,100.00,21.37,"44,450",2.3,10.70,13.73,16.93,24.93,35.59,"22,260","28,570","35,210","51,860","74,030",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,11-0000,Management Occupations,major,"1,320",8.1,10.99,37.94,"78,920",5.9,10.93,14.64,32.95,47.71,65.25,"22,730","30,450","68,540","99,240","135,730",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,11-1021,General and Operations Managers,detailed,850,10.9,7.02,37.09,"77,140",8.0,10.23,14.00,27.21,48.61,68.31,"21,270","29,110","56,590","101,110","142,080",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,380,19.3,3.17,37.26,"77,490",6.4,16.79,24.36,34.19,43.53,59.75,"34,930","50,660","71,110","90,550","124,280",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,13-0000,Business and Financial Operations Occupations,major,140,25.5,1.15,32.06,"66,690",8.2,13.14,21.35,25.65,42.00,60.18,"27,320","44,400","53,360","87,360","125,180",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,13-1199,"Business Operations Specialists, All Other",detailed,40,44.9,0.35,33.08,"68,800",18.0,8.77,16.72,31.29,42.46,60.30,"18,250","34,770","65,090","88,320","125,430",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,15-0000,Computer and Mathematical Occupations,major,50,39.0,0.43,32.97,"68,580",11.4,24.86,25.24,27.78,41.07,41.12,"51,700","52,510","57,790","85,430","85,530",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,19-0000,"Life, Physical, and Social Science Occupations",major,180,30.3,1.53,26.62,"55,380",6.0,21.65,23.45,24.03,27.03,30.70,"45,030","48,780","49,990","56,230","63,850",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,19-1029,"Biological Scientists, All Other",detailed,110,43.1,0.90,25.69,"53,430",1.6,23.45,23.45,23.52,27.03,28.86,"48,780","48,780","48,920","56,230","60,040",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,29-0000,Healthcare Practitioners and Technical Occupations,major,60,40.3,0.49,44.74,"93,050",0.9,28.05,40.49,46.70,50.25,51.86,"58,340","84,210","97,140","104,530","107,870",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,29-2056,Veterinary Technologists and Technicians,detailed,50,43.0,0.43,41.81,"86,970",7.2,28.05,39.86,46.70,46.76,50.29,"58,340","82,920","97,140","97,260","104,590",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,400,19.1,3.31,23.02,"47,880",6.8,12.20,15.54,22.65,27.46,35.59,"25,370","32,310","47,110","57,110","74,030",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,130,23.1,1.06,17.13,"35,630",9.6,11.08,12.20,14.53,25.21,26.28,"23,040","25,370","30,230","52,430","54,650",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,37-3011,Landscaping and Groundskeeping Workers,detailed,60,16.8,0.47,22.87,"47,560",10.9,21.19,21.42,24.18,24.18,24.18,"44,080","44,540","50,300","50,300","50,300",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,190,36.5,1.54,27.75,"57,730",13.6,15.54,15.77,27.96,35.59,37.00,"32,320","32,810","58,150","74,030","76,970",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,39-0000,Personal Care and Service Occupations,major,270,26.8,2.26,18.46,"38,400",7.7,10.27,13.45,17.40,22.61,27.21,"21,370","27,980","36,180","47,030","56,610",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,39-2011,Animal Trainers,detailed,120,34.1,1.02,21.54,"44,800",11.2,10.27,14.87,21.96,26.34,29.15,"21,370","30,920","45,680","54,780","60,630",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,39-2021,Animal Caretakers,detailed,140,41.3,1.15,15.36,"31,950",7.2,10.16,13.40,14.66,17.67,21.77,"21,120","27,860","30,480","36,750","45,270",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,41-0000,Sales and Related Occupations,major,220,21.2,1.81,24.08,"50,080",10.3,11.78,13.60,15.21,28.98,41.05,"24,500","28,290","31,640","60,280","85,380",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,41-2031,Retail Salespersons,detailed,120,26.1,0.99,13.49,"28,060",2.0,11.30,11.78,13.62,15.21,15.21,"23,500","24,500","28,340","31,630","31,640",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,80,36.5,0.69,37.64,"78,280",12.7,23.67,24.87,29.31,40.50,59.73,"49,230","51,730","60,970","84,240","124,240",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-0000,Office and Administrative Support Occupations,major,"1,460",8.8,12.14,18.47,"38,410",3.2,11.58,13.20,16.37,21.93,28.39,"24,080","27,450","34,050","45,610","59,050",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,100,18.9,0.84,23.25,"48,360",5.1,14.73,19.60,22.55,27.90,30.70,"30,630","40,760","46,910","58,030","63,860",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,360,20.0,3.01,19.56,"40,680",7.3,12.07,13.38,17.92,21.49,29.86,"25,100","27,830","37,280","44,700","62,110",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-3051,Payroll and Timekeeping Clerks,detailed,**,**,**,15.40,"32,020",4.4,12.22,15.07,15.64,16.64,17.21,"25,410","31,340","32,540","34,600","35,790",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-4051,Customer Service Representatives,detailed,130,9.4,1.09,17.03,"35,410",4.5,12.83,15.07,16.37,16.64,24.21,"26,680","31,340","34,050","34,600","50,350",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-4171,Receptionists and Information Clerks,detailed,**,**,**,14.39,"29,940",22.3,12.34,12.34,12.86,13.95,21.45,"25,670","25,670","26,760","29,020","44,610",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,40,30.7,0.31,22.12,"46,010",6.8,15.05,19.86,21.84,24.13,29.49,"31,290","41,320","45,430","50,190","61,350",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,150,49.5,1.28,13.65,"28,390",20.8,11.82,12.45,13.09,14.32,16.22,"24,590","25,900","27,230","29,780","33,740",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,220,23.0,1.84,20.58,"42,800",8.0,8.47,13.69,22.15,27.36,32.75,"17,610","28,470","46,080","56,900","68,110",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-9021,Data Entry Keyers,detailed,40,39.9,0.35,16.78,"34,890",5.3,13.69,13.81,16.99,18.12,22.64,"28,480","28,730","35,350","37,690","47,080",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,43-9061,"Office Clerks, General",detailed,310,19.5,2.58,17.02,"35,400",4.6,10.40,12.09,15.32,21.11,26.20,"21,640","25,150","31,870","43,910","54,500",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-0000,"Farming, Fishing, and Forestry Occupations",major,"4,550",5.5,37.72,18.94,"39,400",2.5,10.93,13.87,16.37,21.77,30.42,"22,740","28,850","34,040","45,280","63,280",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,400,12.9,3.28,29.71,"61,790",4.6,17.04,21.24,27.40,32.93,55.90,"35,440","44,180","56,980","68,500","116,270",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-2021,Animal Breeders,detailed,110,37.2,0.93,23.30,"48,460",7.7,15.80,16.63,23.19,27.75,29.76,"32,860","34,600","48,230","57,720","61,890",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-2041,"Graders and Sorters, Agricultural Products",detailed,310,22.8,2.54,14.33,"29,800",13.4,9.95,10.45,11.17,14.90,30.22,"20,700","21,730","23,220","30,980","62,860",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-2091,Agricultural Equipment Operators,detailed,"1,090",14.0,9.05,16.01,"33,310",5.5,11.72,13.65,14.47,16.70,20.13,"24,380","28,400","30,100","34,740","41,880",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,890,11.3,7.42,16.19,"33,670",5.7,10.38,13.82,15.65,17.24,21.54,"21,590","28,750","32,550","35,860","44,800",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,890,14.6,7.35,16.14,"33,570",3.2,11.28,13.35,15.83,17.74,21.53,"23,460","27,760","32,920","36,900","44,770",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-2099,"Agricultural Workers, All Other",detailed,**,**,**,18.59,"38,680",24.8,8.98,19.35,21.30,21.30,21.30,"18,670","40,240","44,310","44,310","44,310",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,45-4022,Logging Equipment Operators,detailed,650,9.1,5.41,26.32,"54,750",6.2,16.37,22.39,29.10,30.77,31.43,"34,040","46,570","60,530","64,000","65,380",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,49-0000,"Installation, Maintenance, and Repair Occupations",major,560,15.5,4.63,19.61,"40,780",6.6,10.84,11.69,16.43,22.50,38.91,"22,550","24,320","34,180","46,800","80,930",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,50,30.5,0.41,33.31,"69,280",5.9,18.89,24.70,37.90,42.59,43.16,"39,300","51,380","78,840","88,590","89,770",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,60,13.2,0.54,18.86,"39,240",14.7,12.00,12.34,12.51,30.09,38.87,"24,960","25,660","26,020","62,590","80,840",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,240,33.2,1.99,18.77,"39,040",19.3,11.11,13.76,16.66,17.65,20.73,"23,110","28,610","34,650","36,710","43,110",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,49-9043,"Maintenance Workers, Machinery",detailed,70,21.2,0.55,15.18,"31,570",15.2,10.00,10.25,10.42,16.69,25.87,"20,800","21,310","21,680","34,710","53,810",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,49-9071,"Maintenance and Repair Workers, General",detailed,90,46.4,0.78,14.40,"29,950",8.7,10.17,10.88,11.00,17.79,23.64,"21,150","22,630","22,870","37,000","49,180",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,51-0000,Production Occupations,major,610,11.8,5.06,17.46,"36,320",5.2,9.84,13.79,17.86,18.11,21.94,"20,480","28,680","37,150","37,670","45,630",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,30,27.6,0.27,27.54,"57,290",15.9,11.88,16.73,25.91,35.47,48.84,"24,710","34,790","53,900","73,780","101,580",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,**,**,**,20.05,"41,710",18.0,15.74,15.74,18.90,23.05,29.20,"32,740","32,740","39,310","47,930","60,740",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,**,**,**,20.26,"42,150",18.7,14.45,15.21,17.46,20.48,36.55,"30,050","31,640","36,320","42,600","76,020",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,290,14.9,2.40,18.52,"38,530",2.9,17.32,17.86,18.11,18.11,20.65,"36,020","37,150","37,670","37,670","42,950",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,53-0000,Transportation and Material Moving Occupations,major,"2,180",8.2,18.08,17.34,"36,060",3.8,9.22,12.30,15.15,19.58,29.22,"19,170","25,590","31,510","40,720","60,780",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,100,13.3,0.82,29.53,"61,430",6.6,17.72,20.00,29.11,35.38,46.54,"36,850","41,600","60,550","73,580","96,790",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,640,15.5,5.28,22.41,"46,600",8.3,8.88,15.42,23.13,29.65,31.84,"18,470","32,080","48,120","61,660","66,230",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,53-7051,Industrial Truck and Tractor Operators,detailed,370,9.7,3.09,13.95,"29,020",1.6,10.78,13.18,13.77,15.01,17.13,"22,430","27,410","28,640","31,220","35,640",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,530,20.2,4.37,12.89,"26,820",6.8,9.22,9.22,11.37,17.60,18.32,"19,170","19,170","23,640","36,620","38,110",,
48,Texas,11,"Agriculture, Forestry, Fishing and Hunting",sector,53-7065,Stockers and Order Fillers,detailed,60,30.3,0.46,12.71,"26,450",4.3,10.64,11.50,12.00,14.45,14.45,"22,120","23,920","24,960","30,060","30,060",,
48,Texas,113000,Forestry and Logging,3-digit,00-0000,All Occupations,total,"1,500",0.3,100.00,24.86,"51,700",6.6,10.38,17.91,25.03,30.74,33.94,"21,600","37,260","52,070","63,940","70,590",,
48,Texas,113000,Forestry and Logging,3-digit,11-0000,Management Occupations,major,40,43.0,2.58,53.22,"110,700",4.0,47.75,49.91,50.12,64.82,68.75,"99,310","103,820","104,250","134,830","143,000",,
48,Texas,113000,Forestry and Logging,3-digit,11-1021,General and Operations Managers,detailed,**,**,**,51.50,"107,130",8.2,47.75,49.91,50.12,55.17,64.87,"99,310","103,820","104,250","114,750","134,930",,
48,Texas,113000,Forestry and Logging,3-digit,43-0000,Office and Administrative Support Occupations,major,150,18.2,9.93,19.24,"40,020",13.9,12.09,13.07,16.00,21.11,35.46,"25,150","27,180","33,280","43,910","73,750",,
48,Texas,113000,Forestry and Logging,3-digit,43-9061,"Office Clerks, General",detailed,90,40.7,6.01,18.06,"37,570",17.3,12.09,12.33,15.13,21.11,28.36,"25,150","25,640","31,470","43,910","58,990",,
48,Texas,113000,Forestry and Logging,3-digit,45-0000,"Farming, Fishing, and Forestry Occupations",major,720,7.7,47.99,25.60,"53,250",6.9,12.67,20.09,28.06,30.77,31.76,"26,360","41,790","58,370","64,000","66,060",,
48,Texas,113000,Forestry and Logging,3-digit,45-4022,Logging Equipment Operators,detailed,650,9.1,43.37,26.32,"54,750",6.2,16.37,22.39,29.10,30.77,31.43,"34,040","46,570","60,530","64,000","65,380",,
48,Texas,113000,Forestry and Logging,3-digit,49-0000,"Installation, Maintenance, and Repair Occupations",major,30,46.0,2.30,30.62,"63,700",8.5,14.06,28.43,30.38,35.93,39.19,"29,250","59,130","63,190","74,730","81,510",,
48,Texas,113000,Forestry and Logging,3-digit,51-0000,Production Occupations,major,**,**,**,24.35,"50,650",9.6,15.74,15.74,18.90,28.34,47.80,"32,740","32,740","39,310","58,940","99,430",,
48,Texas,113000,Forestry and Logging,3-digit,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,**,**,**,20.05,"41,710",18.0,15.74,15.74,18.90,23.05,29.20,"32,740","32,740","39,310","47,930","60,740",,
48,Texas,113000,Forestry and Logging,3-digit,53-0000,Transportation and Material Moving Occupations,major,490,13.7,32.81,22.71,"47,230",10.8,8.88,12.18,25.96,29.78,33.07,"18,470","25,340","53,990","61,940","68,780",,
48,Texas,113000,Forestry and Logging,3-digit,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,440,17.0,29.24,23.48,"48,830",11.4,8.88,18.71,28.05,29.84,33.07,"18,470","38,910","58,330","62,070","68,780",,
48,Texas,113300,Logging,4-digit,00-0000,All Occupations,total,"1,500",0.3,100.00,24.86,"51,700",6.6,10.38,17.91,25.03,30.74,33.94,"21,600","37,260","52,070","63,940","70,590",,
48,Texas,113300,Logging,4-digit,11-0000,Management Occupations,major,40,43.0,2.58,53.22,"110,700",4.0,47.75,49.91,50.12,64.82,68.75,"99,310","103,820","104,250","134,830","143,000",,
48,Texas,113300,Logging,4-digit,11-1021,General and Operations Managers,detailed,**,**,**,51.50,"107,130",8.2,47.75,49.91,50.12,55.17,64.87,"99,310","103,820","104,250","114,750","134,930",,
48,Texas,113300,Logging,4-digit,43-0000,Office and Administrative Support Occupations,major,150,18.2,9.93,19.24,"40,020",13.9,12.09,13.07,16.00,21.11,35.46,"25,150","27,180","33,280","43,910","73,750",,
48,Texas,113300,Logging,4-digit,43-9061,"Office Clerks, General",detailed,90,40.7,6.01,18.06,"37,570",17.3,12.09,12.33,15.13,21.11,28.36,"25,150","25,640","31,470","43,910","58,990",,
48,Texas,113300,Logging,4-digit,45-0000,"Farming, Fishing, and Forestry Occupations",major,720,7.7,47.99,25.60,"53,250",6.9,12.67,20.09,28.06,30.77,31.76,"26,360","41,790","58,370","64,000","66,060",,
48,Texas,113300,Logging,4-digit,45-4022,Logging Equipment Operators,detailed,650,9.1,43.37,26.32,"54,750",6.2,16.37,22.39,29.10,30.77,31.43,"34,040","46,570","60,530","64,000","65,380",,
48,Texas,113300,Logging,4-digit,49-0000,"Installation, Maintenance, and Repair Occupations",major,30,46.0,2.30,30.62,"63,700",8.5,14.06,28.43,30.38,35.93,39.19,"29,250","59,130","63,190","74,730","81,510",,
48,Texas,113300,Logging,4-digit,51-0000,Production Occupations,major,**,**,**,24.35,"50,650",9.6,15.74,15.74,18.90,28.34,47.80,"32,740","32,740","39,310","58,940","99,430",,
48,Texas,113300,Logging,4-digit,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,**,**,**,20.05,"41,710",18.0,15.74,15.74,18.90,23.05,29.20,"32,740","32,740","39,310","47,930","60,740",,
48,Texas,113300,Logging,4-digit,53-0000,Transportation and Material Moving Occupations,major,490,13.7,32.81,22.71,"47,230",10.8,8.88,12.18,25.96,29.78,33.07,"18,470","25,340","53,990","61,940","68,780",,
48,Texas,113300,Logging,4-digit,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,440,17.0,29.24,23.48,"48,830",11.4,8.88,18.71,28.05,29.84,33.07,"18,470","38,910","58,330","62,070","68,780",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,00-0000,All Occupations,total,"10,550",0.1,100.00,20.88,"43,420",2.4,10.70,13.58,16.47,23.36,35.76,"22,260","28,250","34,260","48,580","74,380",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,11-0000,Management Occupations,major,"1,290",8.3,12.19,37.49,"77,970",6.2,10.65,14.62,31.93,45.47,64.67,"22,160","30,410","66,400","94,570","134,510",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,11-1021,General and Operations Managers,detailed,810,11.6,7.71,36.50,"75,930",8.5,10.23,13.47,26.31,45.47,69.03,"21,270","28,020","54,720","94,570","143,570",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,380,19.3,3.62,37.26,"77,490",6.4,16.79,24.36,34.19,43.53,59.75,"34,930","50,660","71,110","90,550","124,280",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,13-0000,Business and Financial Operations Occupations,major,140,25.5,1.31,32.06,"66,690",8.2,13.14,21.35,25.65,42.00,60.18,"27,320","44,400","53,360","87,360","125,180",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,13-1199,"Business Operations Specialists, All Other",detailed,40,44.9,0.40,33.08,"68,800",18.0,8.77,16.72,31.29,42.46,60.30,"18,250","34,770","65,090","88,320","125,430",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,15-0000,Computer and Mathematical Occupations,major,50,39.8,0.48,32.34,"67,270",10.5,24.86,25.24,27.63,40.18,41.12,"51,700","52,510","57,480","83,570","85,530",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,19-0000,"Life, Physical, and Social Science Occupations",major,170,32.9,1.60,26.63,"55,390",6.8,22.02,23.45,24.03,27.03,28.90,"45,800","48,780","49,990","56,230","60,100",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,19-1029,"Biological Scientists, All Other",detailed,110,43.1,1.03,25.69,"53,430",1.6,23.45,23.45,23.52,27.03,28.86,"48,780","48,780","48,920","56,230","60,040",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,29-0000,Healthcare Practitioners and Technical Occupations,major,60,40.3,0.55,44.74,"93,050",0.9,28.05,40.49,46.70,50.25,51.86,"58,340","84,210","97,140","104,530","107,870",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,29-2056,Veterinary Technologists and Technicians,detailed,50,43.0,0.49,41.81,"86,970",7.2,28.05,39.86,46.70,46.76,50.29,"58,340","82,920","97,140","97,260","104,590",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,400,19.1,3.77,23.05,"47,950",6.8,12.20,15.54,22.65,27.56,35.59,"25,370","32,320","47,110","57,330","74,030",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,130,22.9,1.20,17.20,"35,770",9.8,11.08,12.20,14.53,25.21,26.28,"23,040","25,370","30,230","52,430","54,650",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,37-3011,Landscaping and Groundskeeping Workers,detailed,60,16.8,0.54,22.87,"47,560",10.9,21.19,21.42,24.18,24.18,24.18,"44,080","44,540","50,300","50,300","50,300",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,190,36.5,1.76,27.75,"57,730",13.6,15.54,15.77,27.96,35.59,37.00,"32,320","32,810","58,150","74,030","76,970",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,39-0000,Personal Care and Service Occupations,major,270,26.8,2.58,18.46,"38,400",7.7,10.27,13.45,17.40,22.61,27.21,"21,370","27,980","36,180","47,030","56,610",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,39-2011,Animal Trainers,detailed,120,34.1,1.17,21.54,"44,800",11.2,10.27,14.87,21.96,26.34,29.15,"21,370","30,920","45,680","54,780","60,630",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,39-2021,Animal Caretakers,detailed,140,41.3,1.31,15.36,"31,950",7.2,10.16,13.40,14.66,17.67,21.77,"21,120","27,860","30,480","36,750","45,270",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,41-0000,Sales and Related Occupations,major,220,21.5,2.04,23.89,"49,690",10.5,11.78,13.58,15.21,28.60,40.50,"24,500","28,250","31,640","59,480","84,240",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,41-2031,Retail Salespersons,detailed,120,26.1,1.13,13.49,"28,060",2.0,11.30,11.78,13.62,15.21,15.21,"23,500","24,500","28,340","31,630","31,640",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,80,36.5,0.79,37.64,"78,280",12.7,23.67,24.87,29.31,40.50,59.73,"49,230","51,730","60,970","84,240","124,240",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-0000,Office and Administrative Support Occupations,major,"1,310",9.8,12.45,18.38,"38,230",3.0,11.07,13.28,16.37,22.15,28.28,"23,030","27,620","34,050","46,080","58,820",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,90,19.4,0.86,23.64,"49,160",5.6,14.73,19.60,23.18,28.28,31.67,"30,630","40,760","48,210","58,820","65,880",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,340,21.0,3.24,19.72,"41,020",7.6,12.07,13.38,18.03,22.58,37.28,"25,100","27,830","37,510","46,970","77,530",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-3051,Payroll and Timekeeping Clerks,detailed,**,**,**,15.25,"31,720",6.3,11.82,15.01,15.64,15.98,17.21,"24,590","31,210","32,540","33,240","35,790",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-4051,Customer Service Representatives,detailed,130,9.4,1.25,17.03,"35,410",4.5,12.83,15.07,16.37,16.64,24.21,"26,680","31,340","34,050","34,600","50,350",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-4171,Receptionists and Information Clerks,detailed,**,**,**,14.39,"29,940",22.3,12.34,12.34,12.86,13.95,21.45,"25,670","25,670","26,760","29,020","44,610",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,40,30.7,0.36,22.12,"46,010",6.8,15.05,19.86,21.84,24.13,29.49,"31,290","41,320","45,430","50,190","61,350",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,150,49.5,1.46,13.65,"28,390",20.8,11.82,12.45,13.09,14.32,16.22,"24,590","25,900","27,230","29,780","33,740",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,210,22.9,2.01,20.90,"43,470",8.1,8.47,14.35,22.56,28.11,32.96,"17,610","29,840","46,910","58,480","68,550",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-9021,Data Entry Keyers,detailed,40,39.9,0.40,16.78,"34,890",5.3,13.69,13.81,16.99,18.12,22.64,"28,480","28,730","35,350","37,690","47,080",,
48,Texas,115000,Support Activities for Agriculture and Forestry,3-digit,43-9061,"Office Clerks, General",detailed,220,22.8,2.09,16.59,"34,510",4.3,10.12,11.07,15.68,20.75,24.75,"21,060","23,020","32,610","43,160","51,490",,
